periodo,establecimiento,naturaleza,n,global,lectura_critica,matematicas,ciencias_naturales,sociales,ingles
20224,INSTITUCION EDUCATIVA  ANTONIO DONADO CAMACHO,OFICIAL,72,263.7,55.1,54.2,51.0,49.4,56.1
