id_anon;fuente;institucion;municipio;departamento;sector;latitud;longitud;grupo;sesion;grado;correctas;total_preguntas;puntaje_global;lectura_critica;matematicas;sociales;ciencias_naturales;ingles
SAN JOSE DE LAS CUCHILLAS-17;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;247.8;51.2;48;62;41.4;36.4
SAN JOSE DE LAS CUCHILLAS-16;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;272.4;53.7;46;62;46.6;83.6
SAN JOSE DE LAS CUCHILLAS-15;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;285.4;56.1;42;72;62.1;45.5
SAN JOSE DE LAS CUCHILLAS-14;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;266;53.7;46;72;43.1;47.3
SAN JOSE DE LAS CUCHILLAS-13;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;233.1;61;36;40;51.7;40
SAN JOSE DE LAS CUCHILLAS-12;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;166.5;34.1;32;34;34.5;29.1
SAN JOSE DE LAS CUCHILLAS-11;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;285.3;51.2;56;70;50;60
SAN JOSE DE LAS CUCHILLAS-10;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;208.5;36.6;56;42;32.8;40
SAN JOSE DE LAS CUCHILLAS-9;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;140.9;31.7;30;30;20.7;29.1
SAN JOSE DE LAS CUCHILLAS-8;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;346;63.4;62;80;69;76.4
SAN JOSE DE LAS CUCHILLAS-7;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;236;68.3;24;68;32.8;34.5
SAN JOSE DE LAS CUCHILLAS-6;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;223.2;61;36;42;46.6;23.6
SAN JOSE DE LAS CUCHILLAS-5;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;217.2;43.9;44;52;36.2;36.4
SAN JOSE DE LAS CUCHILLAS-4;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;213.2;39;42;40;53.4;30.9
SAN JOSE DE LAS CUCHILLAS-3;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;147.6;36.6;18;28;36.2;27.3
SAN JOSE DE LAS CUCHILLAS-2;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;286.2;61;48;68;53.4;52.7
SAN JOSE DE LAS CUCHILLAS-1;Rionegro;SAN JOSE DE LAS CUCHILLAS;Rionegro;Antioquia;Oficial;6.179;-75.394;G2;S2;;;;235.3;46.3;34;56;50;52.7
SANTA BARBARA-35;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;275.5;56.1;38;60;58.6;78.2
SANTA BARBARA-34;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;233.7;46.3;40;54;37.9;72.7
SANTA BARBARA-33;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;315.2;53.7;66;72;50;94.5
SANTA BARBARA-32;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;215.9;51.2;46;42;32.8;45.5
SANTA BARBARA-31;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;164.7;36.6;34;36;25.9;30.9
SANTA BARBARA-30;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;320.6;58.5;44;78;70.7;80
SANTA BARBARA-29;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;232.9;46.3;52;36;39.7;83.6
SANTA BARBARA-28;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;260.2;56.1;34;56;55.2;72.7
SANTA BARBARA-27;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;177.2;43.9;28;34;37.9;29.1
SANTA BARBARA-26;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;262;43.9;44;56;53.4;89.1
SANTA BARBARA-25;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;145.9;34.1;30;22;27.6;38.2
SANTA BARBARA-24;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;214.7;51.2;42;46;41.4;16.4
SANTA BARBARA-23;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;278.1;58.5;30;80;48.3;72.7
SANTA BARBARA-22;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;180.8;61;34;22;27.6;36.4
SANTA BARBARA-21;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;195;36.6;28;52;39.7;38.2
SANTA BARBARA-20;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;222.2;46.3;32;50;44.8;58.2
SANTA BARBARA-19;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;176.2;36.6;24;34;34.5;70.9
SANTA BARBARA-18;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G1;S2;;;;201.4;41.5;36;28;44.8;72.7
SANTA BARBARA-17;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;206.7;56.1;40;34;34.5;43.6
SANTA BARBARA-16;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;181.2;48.8;36;32;29.3;32.7
SANTA BARBARA-15;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;230.5;43.9;54;42;46.6;40
SANTA BARBARA-14;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;179.8;39;34;34;37.9;32.7
SANTA BARBARA-13;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;203.6;46.3;36;40;41.4;38.2
SANTA BARBARA-12;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;178.2;46.3;34;36;24.1;41.8
SANTA BARBARA-11;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;185.1;46.3;40;36;24.1;41.8
SANTA BARBARA-10;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;175.3;43.9;20;34;43.1;32.7
SANTA BARBARA-9;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;287;58.5;68;52;56.9;40
SANTA BARBARA-8;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;232.6;51.2;46;44;48.3;36.4
SANTA BARBARA-7;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;112.6;36.6;28;14;19;0
SANTA BARBARA-6;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;173.2;48.8;30;20;36.2;45.5
SANTA BARBARA-5;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;193.1;46.3;28;44;34.5;43.6
SANTA BARBARA-4;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;160.6;36.6;34;22;34.5;36.4
SANTA BARBARA-3;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;259.6;61;20;72;56.9;45.5
SANTA BARBARA-2;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;211.6;46.3;32;48;43.1;41.8
SANTA BARBARA-1;Rionegro;SANTA BARBARA;Rionegro;Antioquia;Oficial;6.198;-75.368;G2;S2;;;;232;51.2;20;66;51.7;36.4
TECNICO INDUSTRIAL-102;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;118.8;0;34;10;41.4;52.7
TECNICO INDUSTRIAL-101;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;414.4;65.9;86;92;86.2;87.3
TECNICO INDUSTRIAL-100;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;273.3;53.7;52;58;58.6;43.6
TECNICO INDUSTRIAL-99;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;276.3;39;62;66;50;67.3
TECNICO INDUSTRIAL-98;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;301.6;53.7;58;62;69;56.4
TECNICO INDUSTRIAL-97;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;178.7;56.1;42;24;32.8;0
TECNICO INDUSTRIAL-96;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;283.1;48.8;60;52;60.3;72.7
TECNICO INDUSTRIAL-95;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;311.5;61;56;64;69;60
TECNICO INDUSTRIAL-94;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;331.6;58.5;54;82;63.8;87.3
TECNICO INDUSTRIAL-93;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;333.6;61;54;68;75.9;90.9
TECNICO INDUSTRIAL-92;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;375.5;56.1;66;92;81;90.9
TECNICO INDUSTRIAL-91;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;298.5;53.7;52;78;56.9;54.5
TECNICO INDUSTRIAL-90;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;304.7;58.5;66;58;60.3;63.6
TECNICO INDUSTRIAL-89;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;383.9;65.9;78;90;75.9;69.1
TECNICO INDUSTRIAL-88;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;313.5;58.5;68;70;55.2;60
TECNICO INDUSTRIAL-87;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;284.7;58.5;66;52;56.9;40
TECNICO INDUSTRIAL-86;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;345.8;61;70;72;70.7;78.2
TECNICO INDUSTRIAL-85;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;364.5;58.5;76;94;65.5;65.5
TECNICO INDUSTRIAL-84;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;266.3;46.3;48;70;48.3;54.5
TECNICO INDUSTRIAL-83;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;344.5;61;60;84;72.4;63.6
TECNICO INDUSTRIAL-82;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;246.7;51.2;42;52;53.4;45.5
TECNICO INDUSTRIAL-81;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;297.2;51.2;56;78;51.7;61.8
TECNICO INDUSTRIAL-80;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;301.2;53.7;54;80;55.2;54.5
TECNICO INDUSTRIAL-79;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;323.8;56.1;64;76;62.1;67.3
TECNICO INDUSTRIAL-78;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;339;56.1;64;70;75.9;83.6
TECNICO INDUSTRIAL-77;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;344.1;53.7;66;80;70.7;83.6
TECNICO INDUSTRIAL-76;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;265.4;63.4;38;68;44.8;47.3
TECNICO INDUSTRIAL-75;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;276.6;58.5;48;64;53.4;47.3
TECNICO INDUSTRIAL-74;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;283.2;51.2;58;52;67.2;50.9
TECNICO INDUSTRIAL-73;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;355;58.5;72;74;75.9;81.8
TECNICO INDUSTRIAL-72;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;255.9;48.8;58;50;53.4;34.5
TECNICO INDUSTRIAL-71;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;354.6;51.2;74;88;74.1;60
TECNICO INDUSTRIAL-70;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;270.3;48.8;42;76;51.7;47.3
TECNICO INDUSTRIAL-69;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G1;S2;;;;216.1;46.3;46;36;41.4;52.7
TECNICO INDUSTRIAL-68;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;325.2;61;48;80;63.8;87.3
TECNICO INDUSTRIAL-67;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;314.9;58.5;68;64;67.2;45.5
TECNICO INDUSTRIAL-66;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;310;56.1;66;64;53.4;87.3
TECNICO INDUSTRIAL-65;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;301.6;56.1;54;58;67.2;78.2
TECNICO INDUSTRIAL-64;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;338.1;61;54;82;72.4;70.9
TECNICO INDUSTRIAL-63;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;372.5;61;72;82;77.6;90.9
TECNICO INDUSTRIAL-62;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;339.3;63.4;60;76;65.5;87.3
TECNICO INDUSTRIAL-61;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;136;0;26;30;32.8;87.3
TECNICO INDUSTRIAL-60;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;320.5;61;60;74;70.7;36.4
TECNICO INDUSTRIAL-59;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;299.9;53.7;58;76;63.8;25.5
TECNICO INDUSTRIAL-58;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;384.5;61;86;90;69;81.8
TECNICO INDUSTRIAL-57;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;338.6;43.9;70;84;70.7;74.5
TECNICO INDUSTRIAL-56;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;360.8;63.4;66;84;69;90.9
TECNICO INDUSTRIAL-55;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;267.2;53.7;54;48;63.8;36.4
TECNICO INDUSTRIAL-54;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;278.2;41.5;58;50;63.8;83.6
TECNICO INDUSTRIAL-53;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;282;56.1;58;56;60.3;41.8
TECNICO INDUSTRIAL-52;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;302.6;58.5;58;60;62.1;70.9
TECNICO INDUSTRIAL-51;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;294.2;58.5;60;60;53.4;69.1
TECNICO INDUSTRIAL-50;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;332.8;63.4;46;78;70.7;90.9
TECNICO INDUSTRIAL-49;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;295.9;61;58;54;58.6;74.5
TECNICO INDUSTRIAL-48;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;274.3;56.1;52;62;48.3;58.2
TECNICO INDUSTRIAL-47;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;295.7;53.7;68;58;62.1;43.6
TECNICO INDUSTRIAL-46;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;267.9;48.8;58;54;46.6;74.5
TECNICO INDUSTRIAL-45;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;229.6;41.5;46;44;51.7;47.3
TECNICO INDUSTRIAL-44;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;331.4;58.5;58;80;70.7;60
TECNICO INDUSTRIAL-43;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;307.3;58.5;68;56;63.8;60
TECNICO INDUSTRIAL-42;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;351.2;61;74;76;65.5;83.6
TECNICO INDUSTRIAL-41;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;281.3;56.1;60;62;51.7;41.8
TECNICO INDUSTRIAL-40;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;286.8;51.2;50;74;55.2;54.5
TECNICO INDUSTRIAL-39;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;349.2;63.4;64;76;69;90.9
TECNICO INDUSTRIAL-38;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;290.3;53.7;54;72;48.3;70.9
TECNICO INDUSTRIAL-37;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;192.5;63.4;34;28;41.4;0
TECNICO INDUSTRIAL-36;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G2;S2;;;;285.7;58.5;44;66;62.1;50.9
TECNICO INDUSTRIAL-35;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;215.6;31.7;44;46;50;45.5
TECNICO INDUSTRIAL-34;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;246.6;63.4;56;32;46.6;47.3
TECNICO INDUSTRIAL-33;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;239.4;61;58;42;36.2;30.9
TECNICO INDUSTRIAL-32;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;282.1;53.7;68;58;44.8;60
TECNICO INDUSTRIAL-31;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;269.2;46.3;68;38;60.3;61.8
TECNICO INDUSTRIAL-30;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;264.2;46.3;58;50;53.4;63.6
TECNICO INDUSTRIAL-29;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;292.7;56.1;44;62;65.5;78.2
TECNICO INDUSTRIAL-28;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;227.1;46.3;56;36;50;25.5
TECNICO INDUSTRIAL-27;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;254.7;48.8;62;52;48.3;29.1
TECNICO INDUSTRIAL-26;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;362.4;63.4;74;84;67.2;76.4
TECNICO INDUSTRIAL-25;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;326.4;51.2;58;78;69;80
TECNICO INDUSTRIAL-24;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;275.8;51.2;56;54;62.1;47.3
TECNICO INDUSTRIAL-23;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;351.2;58.5;62;80;74.1;89.1
TECNICO INDUSTRIAL-22;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;261.6;39;58;50;60.3;58.2
TECNICO INDUSTRIAL-21;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;222.4;48.8;40;24;56.9;69.1
TECNICO INDUSTRIAL-20;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;281;51.2;66;54;51.7;61.8
TECNICO INDUSTRIAL-19;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;272.7;41.5;54;80;50;32.7
TECNICO INDUSTRIAL-18;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;201.1;48.8;28;38;43.1;49.1
TECNICO INDUSTRIAL-17;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;250.6;46.3;56;50;44.8;60
TECNICO INDUSTRIAL-16;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;267.9;53.7;36;64;60.3;54.5
TECNICO INDUSTRIAL-15;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;304.9;46.3;64;76;50;83.6
TECNICO INDUSTRIAL-14;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;227.4;46.3;36;48;53.4;40
TECNICO INDUSTRIAL-13;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;352.4;58.5;72;84;67.2;70.9
TECNICO INDUSTRIAL-12;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;276.5;58.5;54;56;51.7;58.2
TECNICO INDUSTRIAL-11;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;293.7;48.8;56;76;58.6;45.5
TECNICO INDUSTRIAL-10;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;344.7;61;64;78;67.2;85.5
TECNICO INDUSTRIAL-9;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;250.7;43.9;42;64;53.4;41.8
TECNICO INDUSTRIAL-8;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;298.2;48.8;62;74;60.3;40
TECNICO INDUSTRIAL-7;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;307.8;65.9;54;62;65.5;58.2
TECNICO INDUSTRIAL-6;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;349.3;65.9;68;82;74.1;38.2
TECNICO INDUSTRIAL-5;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;256.3;53.7;64;46;39.7;56.4
TECNICO INDUSTRIAL-4;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;294.3;56.1;64;64;55.2;47.3
TECNICO INDUSTRIAL-3;Rionegro;TECNICO INDUSTRIAL;Rionegro;Antioquia;Oficial;6.145;-75.374;G3;S2;;;;308.3;58.5;64;62;62.1;61.8
